drift_threshold,authorship_margin,uncorroborated_weight,suspicious,ramp_width,precision,recall,f1,fpr,tp,fp,fn,tn,hn_fpr,malicious_precision
0.35,0.05,0.45,0.6,0.2,0.6429,0.5294,0.5806,0.0862,9,5,8,53,0.1111,0.0
0.35,0.05,0.45,0.6,0.3,0.6667,0.3529,0.4615,0.0517,6,3,11,55,0.1111,0.0
0.35,0.05,0.45,0.7,0.1,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.35,0.05,0.45,0.7,0.2,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.35,0.05,0.45,0.7,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.35,0.05,0.6,0.3,0.1,0.3529,0.7059,0.4706,0.3793,12,22,5,36,0.5556,0.0
0.35,0.05,0.6,0.3,0.2,0.3667,0.6471,0.4681,0.3276,11,19,6,39,0.5556,0.0
0.35,0.05,0.6,0.3,0.3,0.4,0.5882,0.4762,0.2586,10,15,7,43,0.5556,0.0
0.35,0.05,0.6,0.4,0.1,0.3871,0.7059,0.5,0.3276,12,19,5,39,0.5556,0.0
0.35,0.05,0.6,0.4,0.2,0.4167,0.5882,0.4878,0.2414,10,14,7,44,0.5556,0.0
0.35,0.05,0.6,0.4,0.3,0.45,0.5294,0.4865,0.1897,9,11,8,47,0.5556,0.0
0.35,0.05,0.6,0.5,0.1,0.4,0.7059,0.5106,0.3103,12,18,5,40,0.5556,0.0
0.35,0.05,0.6,0.5,0.2,0.4545,0.5882,0.5128,0.2069,10,12,7,46,0.5556,0.0
0.35,0.05,0.6,0.5,0.3,0.4444,0.4706,0.4571,0.1724,8,10,9,48,0.5556,0.0
0.35,0.05,0.6,0.6,0.1,0.4231,0.6471,0.5116,0.2586,11,15,6,43,0.5556,0.0
0.35,0.05,0.6,0.6,0.2,0.5,0.5294,0.5143,0.1552,9,9,8,49,0.5556,0.0
0.35,0.05,0.6,0.6,0.3,0.4286,0.3529,0.3871,0.1379,6,8,11,50,0.5556,0.0
0.35,0.05,0.6,0.7,0.1,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.35,0.05,0.6,0.7,0.2,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.35,0.05,0.6,0.7,0.3,0.0,0.0,0.0,0.0172,0,1,17,57,0.1111,0.0
0.35,0.05,0.8,0.3,0.1,0.3529,0.7059,0.4706,0.3793,12,22,5,36,0.5556,0.0
0.35,0.05,0.8,0.3,0.2,0.3548,0.6471,0.4583,0.3448,11,20,6,38,0.5556,0.0
0.35,0.05,0.8,0.3,0.3,0.3846,0.5882,0.4651,0.2759,10,16,7,42,0.5556,0.0
0.35,0.05,0.8,0.4,0.1,0.3636,0.7059,0.48,0.3621,12,21,5,37,0.5556,0.0
0.35,0.05,0.8,0.4,0.2,0.3846,0.5882,0.4651,0.2759,10,16,7,42,0.5556,0.0
0.35,0.05,0.8,0.4,0.3,0.4091,0.5294,0.4615,0.2241,9,13,8,45,0.5556,0.0
0.35,0.05,0.8,0.5,0.1,0.4,0.7059,0.5106,0.3103,12,18,5,40,0.5556,0.0
0.35,0.05,0.8,0.5,0.2,0.4545,0.5882,0.5128,0.2069,10,12,7,46,0.5556,0.0
0.35,0.05,0.8,0.5,0.3,0.4444,0.4706,0.4571,0.1724,8,10,9,48,0.5556,0.0
0.35,0.05,0.8,0.6,0.1,0.3929,0.6471,0.4889,0.2931,11,17,6,41,0.5556,0.0
0.35,0.05,0.8,0.6,0.2,0.45,0.5294,0.4865,0.1897,9,11,8,47,0.5556,0.0
0.35,0.05,0.8,0.6,0.3,0.375,0.3529,0.3636,0.1724,6,10,11,48,0.5556,0.0
0.35,0.05,0.8,0.7,0.1,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.35,0.05,0.8,0.7,0.2,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.35,0.05,0.8,0.7,0.3,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.35,0.05,1.0,0.3,0.1,0.3529,0.7059,0.4706,0.3793,12,22,5,36,0.5556,0.0
0.35,0.05,1.0,0.3,0.2,0.3548,0.6471,0.4583,0.3448,11,20,6,38,0.5556,0.0
0.35,0.05,1.0,0.3,0.3,0.3846,0.5882,0.4651,0.2759,10,16,7,42,0.5556,0.0
0.35,0.05,1.0,0.4,0.1,0.3636,0.7059,0.48,0.3621,12,21,5,37,0.5556,0.0
0.35,0.05,1.0,0.4,0.2,0.3846,0.5882,0.4651,0.2759,10,16,7,42,0.5556,0.0
0.35,0.05,1.0,0.4,0.3,0.4091,0.5294,0.4615,0.2241,9,13,8,45,0.5556,0.0
0.35,0.05,1.0,0.5,0.1,0.375,0.7059,0.4898,0.3448,12,20,5,38,0.5556,0.0
0.35,0.05,1.0,0.5,0.2,0.4167,0.5882,0.4878,0.2414,10,14,7,44,0.5556,0.0
0.35,0.05,1.0,0.5,0.3,0.4,0.4706,0.4324,0.2069,8,12,9,46,0.5556,0.0
0.35,0.05,1.0,0.6,0.1,0.3929,0.6471,0.4889,0.2931,11,17,6,41,0.5556,0.0
0.35,0.05,1.0,0.6,0.2,0.45,0.5294,0.4865,0.1897,9,11,8,47,0.5556,0.0
0.35,0.05,1.0,0.6,0.3,0.375,0.3529,0.3636,0.1724,6,10,11,48,0.5556,0.0
0.35,0.05,1.0,0.7,0.1,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.35,0.05,1.0,0.7,0.2,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.35,0.05,1.0,0.7,0.3,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.35,0.1,0.2,0.3,0.1,0.44,0.6471,0.5238,0.2414,11,14,6,44,0.1111,0.0
0.35,0.1,0.2,0.3,0.2,0.5,0.6471,0.5641,0.1897,11,11,6,47,0.1111,0.0
0.35,0.1,0.2,0.3,0.3,0.625,0.5882,0.6061,0.1034,10,6,7,52,0.1111,0.0
0.35,0.1,0.2,0.4,0.1,0.4583,0.6471,0.5366,0.2241,11,13,6,45,0.1111,0.0
0.35,0.1,0.2,0.4,0.2,0.5556,0.5882,0.5714,0.1379,10,8,7,50,0.1111,0.0
0.35,0.1,0.2,0.4,0.3,0.6923,0.5294,0.6,0.069,9,4,8,54,0.1111,0.0
0.35,0.1,0.2,0.5,0.1,0.4783,0.6471,0.55,0.2069,11,12,6,46,0.1111,0.0
0.35,0.1,0.2,0.5,0.2,0.625,0.5882,0.6061,0.1034,10,6,7,52,0.1111,0.0
0.35,0.1,0.2,0.5,0.3,0.75,0.3529,0.48,0.0345,6,2,11,56,0.0,0.0
0.35,0.1,0.2,0.6,0.1,0.5,0.6471,0.5641,0.1897,11,11,6,47,0.1111,0.0
0.35,0.1,0.2,0.6,0.2,0.8182,0.5294,0.6429,0.0345,9,2,8,56,0.0,0.0
0.35,0.1,0.2,0.6,0.3,0.6667,0.2353,0.3478,0.0345,4,2,13,56,0.0,0.0
0.35,0.1,0.2,0.7,0.1,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.35,0.1,0.2,0.7,0.2,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.35,0.1,0.2,0.7,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.35,0.1,0.35,0.3,0.1,0.3548,0.6471,0.4583,0.3448,11,20,6,38,0.5556,0.0
0.35,0.1,0.35,0.3,0.2,0.3929,0.6471,0.4889,0.2931,11,17,6,41,0.5556,0.0
0.35,0.1,0.35,0.3,0.3,0.4545,0.5882,0.5128,0.2069,10,12,7,46,0.5556,0.0
0.35,0.1,0.35,0.4,0.1,0.4583,0.6471,0.5366,0.2241,11,13,6,45,0.1111,0.0
0.35,0.1,0.35,0.4,0.2,0.5556,0.5882,0.5714,0.1379,10,8,7,50,0.1111,0.0
0.35,0.1,0.35,0.4,0.3,0.6923,0.5294,0.6,0.069,9,4,8,54,0.1111,0.0
0.35,0.1,0.35,0.5,0.1,0.4783,0.6471,0.55,0.2069,11,12,6,46,0.1111,0.0
0.35,0.1,0.35,0.5,0.2,0.625,0.5882,0.6061,0.1034,10,6,7,52,0.1111,0.0
0.35,0.1,0.35,0.5,0.3,0.6,0.3529,0.4444,0.069,6,4,11,54,0.1111,0.0
0.35,0.1,0.35,0.6,0.1,0.5,0.6471,0.5641,0.1897,11,11,6,47,0.1111,0.0
0.35,0.1,0.35,0.6,0.2,0.6923,0.5294,0.6,0.069,9,4,8,54,0.1111,0.0
0.35,0.1,0.35,0.6,0.3,0.6667,0.2353,0.3478,0.0345,4,2,13,56,0.0,0.0
0.35,0.1,0.35,0.7,0.1,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.35,0.1,0.35,0.7,0.2,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.35,0.1,0.35,0.7,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.35,0.1,0.45,0.3,0.1,0.3548,0.6471,0.4583,0.3448,11,20,6,38,0.5556,0.0
0.35,0.1,0.45,0.3,0.2,0.3929,0.6471,0.4889,0.2931,11,17,6,41,0.5556,0.0
0.35,0.1,0.45,0.3,0.3,0.4545,0.5882,0.5128,0.2069,10,12,7,46,0.5556,0.0
0.35,0.1,0.45,0.4,0.1,0.3667,0.6471,0.4681,0.3276,11,19,6,39,0.5556,0.0
0.35,0.1,0.45,0.4,0.2,0.4167,0.5882,0.4878,0.2414,10,14,7,44,0.5556,0.0
0.35,0.1,0.45,0.4,0.3,0.4737,0.5294,0.5,0.1724,9,10,8,48,0.5556,0.0
0.35,0.1,0.45,0.5,0.1,0.4783,0.6471,0.55,0.2069,11,12,6,46,0.1111,0.0
0.35,0.1,0.45,0.5,0.2,0.625,0.5882,0.6061,0.1034,10,6,7,52,0.1111,0.0
0.35,0.1,0.45,0.5,0.3,0.6,0.3529,0.4444,0.069,6,4,11,54,0.1111,0.0
0.35,0.1,0.45,0.6,0.1,0.5,0.6471,0.5641,0.1897,11,11,6,47,0.1111,0.0
0.35,0.1,0.45,0.6,0.2,0.6923,0.5294,0.6,0.069,9,4,8,54,0.1111,0.0
0.35,0.1,0.45,0.6,0.3,0.5714,0.2353,0.3333,0.0517,4,3,13,55,0.1111,0.0
0.35,0.1,0.45,0.7,0.1,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.35,0.1,0.45,0.7,0.2,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.35,0.1,0.45,0.7,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.35,0.1,0.6,0.3,0.1,0.3333,0.6471,0.44,0.3793,11,22,6,36,0.5556,0.0
0.35,0.1,0.6,0.3,0.2,0.3667,0.6471,0.4681,0.3276,11,19,6,39,0.5556,0.0
0.35,0.1,0.6,0.3,0.3,0.4,0.5882,0.4762,0.2586,10,15,7,43,0.5556,0.0
0.35,0.1,0.6,0.4,0.1,0.3667,0.6471,0.4681,0.3276,11,19,6,39,0.5556,0.0
0.35,0.1,0.6,0.4,0.2,0.4167,0.5882,0.4878,0.2414,10,14,7,44,0.5556,0.0
0.35,0.1,0.6,0.4,0.3,0.4737,0.5294,0.5,0.1724,9,10,8,48,0.5556,0.0
0.35,0.1,0.6,0.5,0.1,0.3793,0.6471,0.4783,0.3103,11,18,6,40,0.5556,0.0
0.35,0.1,0.6,0.5,0.2,0.4545,0.5882,0.5128,0.2069,10,12,7,46,0.5556,0.0
0.35,0.1,0.6,0.5,0.3,0.375,0.3529,0.3636,0.1724,6,10,11,48,0.5556,0.0
0.35,0.1,0.6,0.6,0.1,0.4231,0.6471,0.5116,0.2586,11,15,6,43,0.5556,0.0
0.35,0.1,0.6,0.6,0.2,0.5294,0.5294,0.5294,0.1379,9,8,8,50,0.5556,0.0
0.35,0.1,0.6,0.6,0.3,0.3333,0.2353,0.2759,0.1379,4,8,13,50,0.5556,0.0
0.35,0.1,0.6,0.7,0.1,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.35,0.1,0.6,0.7,0.2,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.35,0.1,0.6,0.7,0.3,0.0,0.0,0.0,0.0172,0,1,17,57,0.1111,0.0
0.35,0.1,0.8,0.3,0.1,0.3333,0.6471,0.44,0.3793,11,22,6,36,0.5556,0.0
0.35,0.1,0.8,0.3,0.2,0.3548,0.6471,0.4583,0.3448,11,20,6,38,0.5556,0.0
0.35,0.1,0.8,0.3,0.3,0.3846,0.5882,0.4651,0.2759,10,16,7,42,0.5556,0.0
0.35,0.1,0.8,0.4,0.1,0.3438,0.6471,0.449,0.3621,11,21,6,37,0.5556,0.0
0.35,0.1,0.8,0.4,0.2,0.3846,0.5882,0.4651,0.2759,10,16,7,42,0.5556,0.0
0.35,0.1,0.8,0.4,0.3,0.4286,0.5294,0.4737,0.2069,9,12,8,46,0.5556,0.0
0.35,0.1,0.8,0.5,0.1,0.3793,0.6471,0.4783,0.3103,11,18,6,40,0.5556,0.0
0.35,0.1,0.8,0.5,0.2,0.4545,0.5882,0.5128,0.2069,10,12,7,46,0.5556,0.0
0.35,0.1,0.8,0.5,0.3,0.375,0.3529,0.3636,0.1724,6,10,11,48,0.5556,0.0
0.35,0.1,0.8,0.6,0.1,0.3929,0.6471,0.4889,0.2931,11,17,6,41,0.5556,0.0
0.35,0.1,0.8,0.6,0.2,0.4737,0.5294,0.5,0.1724,9,10,8,48,0.5556,0.0
0.35,0.1,0.8,0.6,0.3,0.2857,0.2353,0.2581,0.1724,4,10,13,48,0.5556,0.0
0.35,0.1,0.8,0.7,0.1,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.35,0.1,0.8,0.7,0.2,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.35,0.1,0.8,0.7,0.3,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.35,0.1,1.0,0.3,0.1,0.3333,0.6471,0.44,0.3793,11,22,6,36,0.5556,0.0
0.35,0.1,1.0,0.3,0.2,0.3548,0.6471,0.4583,0.3448,11,20,6,38,0.5556,0.0
0.35,0.1,1.0,0.3,0.3,0.3846,0.5882,0.4651,0.2759,10,16,7,42,0.5556,0.0
0.35,0.1,1.0,0.4,0.1,0.3438,0.6471,0.449,0.3621,11,21,6,37,0.5556,0.0
0.35,0.1,1.0,0.4,0.2,0.3846,0.5882,0.4651,0.2759,10,16,7,42,0.5556,0.0
0.35,0.1,1.0,0.4,0.3,0.4286,0.5294,0.4737,0.2069,9,12,8,46,0.5556,0.0
0.35,0.1,1.0,0.5,0.1,0.3548,0.6471,0.4583,0.3448,11,20,6,38,0.5556,0.0
0.35,0.1,1.0,0.5,0.2,0.4167,0.5882,0.4878,0.2414,10,14,7,44,0.5556,0.0
0.35,0.1,1.0,0.5,0.3,0.3333,0.3529,0.3429,0.2069,6,12,11,46,0.5556,0.0
0.35,0.1,1.0,0.6,0.1,0.3929,0.6471,0.4889,0.2931,11,17,6,41,0.5556,0.0
0.35,0.1,1.0,0.6,0.2,0.4737,0.5294,0.5,0.1724,9,10,8,48,0.5556,0.0
0.35,0.1,1.0,0.6,0.3,0.2857,0.2353,0.2581,0.1724,4,10,13,48,0.5556,0.0
0.35,0.1,1.0,0.7,0.1,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.35,0.1,1.0,0.7,0.2,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.35,0.1,1.0,0.7,0.3,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.35,0.15,0.2,0.3,0.1,0.44,0.6471,0.5238,0.2414,11,14,6,44,0.1111,0.0
0.35,0.15,0.2,0.3,0.2,0.5,0.6471,0.5641,0.1897,11,11,6,47,0.1111,0.0
0.35,0.15,0.2,0.3,0.3,0.6667,0.5882,0.625,0.0862,10,5,7,53,0.1111,0.0
0.35,0.15,0.2,0.4,0.1,0.4583,0.6471,0.5366,0.2241,11,13,6,45,0.1111,0.0
0.35,0.15,0.2,0.4,0.2,0.5556,0.5882,0.5714,0.1379,10,8,7,50,0.1111,0.0
0.35,0.15,0.2,0.4,0.3,0.6364,0.4118,0.5,0.069,7,4,10,54,0.1111,0.0
0.35,0.15,0.2,0.5,0.1,0.4783,0.6471,0.55,0.2069,11,12,6,46,0.1111,0.0
0.35,0.15,0.2,0.5,0.2,0.6429,0.5294,0.5806,0.0862,9,5,8,53,0.1111,0.0
0.35,0.15,0.2,0.5,0.3,0.6667,0.2353,0.3478,0.0345,4,2,13,56,0.0,0.0
0.35,0.15,0.2,0.6,0.1,0.5,0.6471,0.5641,0.1897,11,11,6,47,0.1111,0.0
0.35,0.15,0.2,0.6,0.2,0.7778,0.4118,0.5385,0.0345,7,2,10,56,0.0,0.0
0.35,0.15,0.2,0.6,0.3,0.5,0.1176,0.1905,0.0345,2,2,15,56,0.0,0.0
0.35,0.15,0.2,0.7,0.1,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.35,0.15,0.2,0.7,0.2,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.35,0.15,0.2,0.7,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.35,0.15,0.35,0.3,0.1,0.3548,0.6471,0.4583,0.3448,11,20,6,38,0.5556,0.0
0.35,0.15,0.35,0.3,0.2,0.3929,0.6471,0.4889,0.2931,11,17,6,41,0.5556,0.0
0.35,0.15,0.35,0.3,0.3,0.4762,0.5882,0.5263,0.1897,10,11,7,47,0.5556,0.0
0.35,0.15,0.35,0.4,0.1,0.4583,0.6471,0.5366,0.2241,11,13,6,45,0.1111,0.0
0.35,0.15,0.35,0.4,0.2,0.5556,0.5882,0.5714,0.1379,10,8,7,50,0.1111,0.0
0.35,0.15,0.35,0.4,0.3,0.6364,0.4118,0.5,0.069,7,4,10,54,0.1111,0.0
0.35,0.15,0.35,0.5,0.1,0.4783,0.6471,0.55,0.2069,11,12,6,46,0.1111,0.0
0.35,0.15,0.35,0.5,0.2,0.6429,0.5294,0.5806,0.0862,9,5,8,53,0.1111,0.0
0.35,0.15,0.35,0.5,0.3,0.5,0.2353,0.32,0.069,4,4,13,54,0.1111,0.0
0.35,0.15,0.35,0.6,0.1,0.5,0.6471,0.5641,0.1897,11,11,6,47,0.1111,0.0
0.35,0.15,0.35,0.6,0.2,0.6364,0.4118,0.5,0.069,7,4,10,54,0.1111,0.0
0.35,0.15,0.35,0.6,0.3,0.5,0.1176,0.1905,0.0345,2,2,15,56,0.0,0.0
0.35,0.15,0.35,0.7,0.1,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.35,0.15,0.35,0.7,0.2,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.35,0.15,0.35,0.7,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.35,0.15,0.45,0.3,0.1,0.3548,0.6471,0.4583,0.3448,11,20,6,38,0.5556,0.0
0.35,0.15,0.45,0.3,0.2,0.3929,0.6471,0.4889,0.2931,11,17,6,41,0.5556,0.0
0.35,0.15,0.45,0.3,0.3,0.4762,0.5882,0.5263,0.1897,10,11,7,47,0.5556,0.0
0.35,0.15,0.45,0.4,0.1,0.3667,0.6471,0.4681,0.3276,11,19,6,39,0.5556,0.0
0.35,0.15,0.45,0.4,0.2,0.4167,0.5882,0.4878,0.2414,10,14,7,44,0.5556,0.0
0.35,0.15,0.45,0.4,0.3,0.4118,0.4118,0.4118,0.1724,7,10,10,48,0.5556,0.0
0.35,0.15,0.45,0.5,0.1,0.4783,0.6471,0.55,0.2069,11,12,6,46,0.1111,0.0
0.35,0.15,0.45,0.5,0.2,0.6429,0.5294,0.5806,0.0862,9,5,8,53,0.1111,0.0
0.35,0.15,0.45,0.5,0.3,0.5,0.2353,0.32,0.069,4,4,13,54,0.1111,0.0
0.35,0.15,0.45,0.6,0.1,0.5,0.6471,0.5641,0.1897,11,11,6,47,0.1111,0.0
0.35,0.15,0.45,0.6,0.2,0.6364,0.4118,0.5,0.069,7,4,10,54,0.1111,0.0
0.35,0.15,0.45,0.6,0.3,0.4,0.1176,0.1818,0.0517,2,3,15,55,0.1111,0.0
0.35,0.15,0.45,0.7,0.1,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.35,0.15,0.45,0.7,0.2,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.35,0.15,0.45,0.7,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.35,0.15,0.6,0.3,0.1,0.3333,0.6471,0.44,0.3793,11,22,6,36,0.5556,0.0
0.35,0.15,0.6,0.3,0.2,0.3667,0.6471,0.4681,0.3276,11,19,6,39,0.5556,0.0
0.35,0.15,0.6,0.3,0.3,0.4167,0.5882,0.4878,0.2414,10,14,7,44,0.5556,0.0
0.35,0.15,0.6,0.4,0.1,0.3667,0.6471,0.4681,0.3276,11,19,6,39,0.5556,0.0
0.35,0.15,0.6,0.4,0.2,0.4167,0.5882,0.4878,0.2414,10,14,7,44,0.5556,0.0
0.35,0.15,0.6,0.4,0.3,0.4118,0.4118,0.4118,0.1724,7,10,10,48,0.5556,0.0
0.35,0.15,0.6,0.5,0.1,0.3793,0.6471,0.4783,0.3103,11,18,6,40,0.5556,0.0
0.35,0.15,0.6,0.5,0.2,0.45,0.5294,0.4865,0.1897,9,11,8,47,0.5556,0.0
0.35,0.15,0.6,0.5,0.3,0.2857,0.2353,0.2581,0.1724,4,10,13,48,0.5556,0.0
0.35,0.15,0.6,0.6,0.1,0.4231,0.6471,0.5116,0.2586,11,15,6,43,0.5556,0.0
0.35,0.15,0.6,0.6,0.2,0.4667,0.4118,0.4375,0.1379,7,8,10,50,0.5556,0.0
0.35,0.15,0.6,0.6,0.3,0.2,0.1176,0.1481,0.1379,2,8,15,50,0.5556,0.0
0.35,0.15,0.6,0.7,0.1,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.35,0.15,0.6,0.7,0.2,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.35,0.15,0.6,0.7,0.3,0.0,0.0,0.0,0.0172,0,1,17,57,0.1111,0.0
0.35,0.15,0.8,0.3,0.1,0.3333,0.6471,0.44,0.3793,11,22,6,36,0.5556,0.0
0.35,0.15,0.8,0.3,0.2,0.3548,0.6471,0.4583,0.3448,11,20,6,38,0.5556,0.0
0.35,0.15,0.8,0.3,0.3,0.4,0.5882,0.4762,0.2586,10,15,7,43,0.5556,0.0
0.35,0.15,0.8,0.4,0.1,0.3438,0.6471,0.449,0.3621,11,21,6,37,0.5556,0.0
0.35,0.15,0.8,0.4,0.2,0.3846,0.5882,0.4651,0.2759,10,16,7,42,0.5556,0.0
0.35,0.15,0.8,0.4,0.3,0.3684,0.4118,0.3889,0.2069,7,12,10,46,0.5556,0.0
0.35,0.15,0.8,0.5,0.1,0.3793,0.6471,0.4783,0.3103,11,18,6,40,0.5556,0.0
0.35,0.15,0.8,0.5,0.2,0.45,0.5294,0.4865,0.1897,9,11,8,47,0.5556,0.0
0.35,0.15,0.8,0.5,0.3,0.2857,0.2353,0.2581,0.1724,4,10,13,48,0.5556,0.0
0.35,0.15,0.8,0.6,0.1,0.3929,0.6471,0.4889,0.2931,11,17,6,41,0.5556,0.0
0.35,0.15,0.8,0.6,0.2,0.4118,0.4118,0.4118,0.1724,7,10,10,48,0.5556,0.0
0.35,0.15,0.8,0.6,0.3,0.1667,0.1176,0.1379,0.1724,2,10,15,48,0.5556,0.0
0.35,0.15,0.8,0.7,0.1,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.35,0.15,0.8,0.7,0.2,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.35,0.15,0.8,0.7,0.3,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.35,0.15,1.0,0.3,0.1,0.3333,0.6471,0.44,0.3793,11,22,6,36,0.5556,0.0
0.35,0.15,1.0,0.3,0.2,0.3548,0.6471,0.4583,0.3448,11,20,6,38,0.5556,0.0
0.35,0.15,1.0,0.3,0.3,0.4,0.5882,0.4762,0.2586,10,15,7,43,0.5556,0.0
0.35,0.15,1.0,0.4,0.1,0.3438,0.6471,0.449,0.3621,11,21,6,37,0.5556,0.0
0.35,0.15,1.0,0.4,0.2,0.3846,0.5882,0.4651,0.2759,10,16,7,42,0.5556,0.0
0.35,0.15,1.0,0.4,0.3,0.3684,0.4118,0.3889,0.2069,7,12,10,46,0.5556,0.0
0.35,0.15,1.0,0.5,0.1,0.3548,0.6471,0.4583,0.3448,11,20,6,38,0.5556,0.0
0.35,0.15,1.0,0.5,0.2,0.4091,0.5294,0.4615,0.2241,9,13,8,45,0.5556,0.0
0.35,0.15,1.0,0.5,0.3,0.25,0.2353,0.2424,0.2069,4,12,13,46,0.5556,0.0
0.35,0.15,1.0,0.6,0.1,0.3929,0.6471,0.4889,0.2931,11,17,6,41,0.5556,0.0
0.35,0.15,1.0,0.6,0.2,0.4118,0.4118,0.4118,0.1724,7,10,10,48,0.5556,0.0
0.35,0.15,1.0,0.6,0.3,0.1667,0.1176,0.1379,0.1724,2,10,15,48,0.5556,0.0
0.35,0.15,1.0,0.7,0.1,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.35,0.15,1.0,0.7,0.2,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.35,0.15,1.0,0.7,0.3,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.35,0.2,0.2,0.3,0.1,0.44,0.6471,0.5238,0.2414,11,14,6,44,0.1111,0.0
0.35,0.2,0.2,0.3,0.2,0.5238,0.6471,0.5789,0.1724,11,10,6,48,0.1111,0.0
0.35,0.2,0.2,0.3,0.3,0.6154,0.4706,0.5333,0.0862,8,5,9,53,0.1111,0.0
0.35,0.2,0.2,0.4,0.1,0.4583,0.6471,0.5366,0.2241,11,13,6,45,0.1111,0.0
0.35,0.2,0.2,0.4,0.2,0.5333,0.4706,0.5,0.1207,8,7,9,51,0.1111,0.0
0.35,0.2,0.2,0.4,0.3,0.5556,0.2941,0.3846,0.069,5,4,12,54,0.1111,0.0
0.35,0.2,0.2,0.5,0.1,0.4783,0.6471,0.55,0.2069,11,12,6,46,0.1111,0.0
0.35,0.2,0.2,0.5,0.2,0.5455,0.3529,0.4286,0.0862,6,5,11,53,0.1111,0.0
0.35,0.2,0.2,0.5,0.3,0.5,0.1176,0.1905,0.0345,2,2,15,56,0.0,0.0
0.35,0.2,0.2,0.6,0.1,0.5238,0.6471,0.5789,0.1724,11,10,6,48,0.1111,0.0
0.35,0.2,0.2,0.6,0.2,0.7143,0.2941,0.4167,0.0345,5,2,12,56,0.0,0.0
0.35,0.2,0.2,0.6,0.3,0.5,0.1176,0.1905,0.0345,2,2,15,56,0.0,0.0
0.35,0.2,0.2,0.7,0.1,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.35,0.2,0.2,0.7,0.2,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.35,0.2,0.2,0.7,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.35,0.2,0.35,0.3,0.1,0.3548,0.6471,0.4583,0.3448,11,20,6,38,0.5556,0.0
0.35,0.2,0.35,0.3,0.2,0.4074,0.6471,0.5,0.2759,11,16,6,42,0.5556,0.0
0.35,0.2,0.35,0.3,0.3,0.4211,0.4706,0.4444,0.1897,8,11,9,47,0.5556,0.0
0.35,0.2,0.35,0.4,0.1,0.4583,0.6471,0.5366,0.2241,11,13,6,45,0.1111,0.0
