drift_threshold,authorship_margin,uncorroborated_weight,suspicious,ramp_width,precision,recall,f1,fpr,tp,fp,fn,tn,hn_fpr,malicious_precision
0.25,0.15,1.0,0.7,0.3,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.25,0.2,0.2,0.3,0.1,0.7143,0.5882,0.6452,0.069,10,4,7,54,0.0,0.0
0.25,0.2,0.2,0.3,0.2,0.8182,0.5294,0.6429,0.0345,9,2,8,56,0.0,0.0
0.25,0.2,0.2,0.3,0.3,0.75,0.3529,0.48,0.0345,6,2,11,56,0.0,0.0
0.25,0.2,0.2,0.4,0.1,0.7143,0.5882,0.6452,0.069,10,4,7,54,0.0,0.0
0.25,0.2,0.2,0.4,0.2,0.75,0.3529,0.48,0.0345,6,2,11,56,0.0,0.0
0.25,0.2,0.2,0.4,0.3,0.6667,0.2353,0.3478,0.0345,4,2,13,56,0.0,0.0
0.25,0.2,0.2,0.5,0.1,0.75,0.5294,0.6207,0.0517,9,3,8,55,0.0,0.0
0.25,0.2,0.2,0.5,0.2,0.6667,0.2353,0.3478,0.0345,4,2,13,56,0.0,0.0
0.25,0.2,0.2,0.5,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.2,0.2,0.6,0.1,0.8182,0.5294,0.6429,0.0345,9,2,8,56,0.0,0.0
0.25,0.2,0.2,0.6,0.2,0.6667,0.2353,0.3478,0.0345,4,2,13,56,0.0,0.0
0.25,0.2,0.2,0.6,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.2,0.2,0.7,0.1,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.2,0.2,0.7,0.2,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.2,0.2,0.7,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.2,0.35,0.3,0.1,0.4545,0.5882,0.5128,0.2069,10,12,7,46,0.5556,0.0
0.25,0.2,0.35,0.3,0.2,0.4737,0.5294,0.5,0.1724,9,10,8,48,0.5556,0.0
0.25,0.2,0.35,0.3,0.3,0.375,0.3529,0.3636,0.1724,6,10,11,48,0.5556,0.0
0.25,0.2,0.35,0.4,0.1,0.7143,0.5882,0.6452,0.069,10,4,7,54,0.0,0.0
0.25,0.2,0.35,0.4,0.2,0.75,0.3529,0.48,0.0345,6,2,11,56,0.0,0.0
0.25,0.2,0.35,0.4,0.3,0.6667,0.2353,0.3478,0.0345,4,2,13,56,0.0,0.0
0.25,0.2,0.35,0.5,0.1,0.75,0.5294,0.6207,0.0517,9,3,8,55,0.0,0.0
0.25,0.2,0.35,0.5,0.2,0.6667,0.2353,0.3478,0.0345,4,2,13,56,0.0,0.0
0.25,0.2,0.35,0.5,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.2,0.35,0.6,0.1,0.8182,0.5294,0.6429,0.0345,9,2,8,56,0.0,0.0
0.25,0.2,0.35,0.6,0.2,0.6667,0.2353,0.3478,0.0345,4,2,13,56,0.0,0.0
0.25,0.2,0.35,0.6,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.2,0.35,0.7,0.1,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.2,0.35,0.7,0.2,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.2,0.35,0.7,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.2,0.45,0.3,0.1,0.4545,0.5882,0.5128,0.2069,10,12,7,46,0.5556,0.0
0.25,0.2,0.45,0.3,0.2,0.4737,0.5294,0.5,0.1724,9,10,8,48,0.5556,0.0
0.25,0.2,0.45,0.3,0.3,0.375,0.3529,0.3636,0.1724,6,10,11,48,0.5556,0.0
0.25,0.2,0.45,0.4,0.1,0.4545,0.5882,0.5128,0.2069,10,12,7,46,0.5556,0.0
0.25,0.2,0.45,0.4,0.2,0.375,0.3529,0.3636,0.1724,6,10,11,48,0.5556,0.0
0.25,0.2,0.45,0.4,0.3,0.2857,0.2353,0.2581,0.1724,4,10,13,48,0.5556,0.0
0.25,0.2,0.45,0.5,0.1,0.75,0.5294,0.6207,0.0517,9,3,8,55,0.0,0.0
0.25,0.2,0.45,0.5,0.2,0.6667,0.2353,0.3478,0.0345,4,2,13,56,0.0,0.0
0.25,0.2,0.45,0.5,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.2,0.45,0.6,0.1,0.8182,0.5294,0.6429,0.0345,9,2,8,56,0.0,0.0
0.25,0.2,0.45,0.6,0.2,0.6667,0.2353,0.3478,0.0345,4,2,13,56,0.0,0.0
0.25,0.2,0.45,0.6,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.2,0.45,0.7,0.1,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.2,0.45,0.7,0.2,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.2,0.45,0.7,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.2,0.6,0.3,0.1,0.4167,0.5882,0.4878,0.2414,10,14,7,44,0.5556,0.0
0.25,0.2,0.6,0.3,0.2,0.4286,0.5294,0.4737,0.2069,9,12,8,46,0.5556,0.0
0.25,0.2,0.6,0.3,0.3,0.3333,0.3529,0.3429,0.2069,6,12,11,46,0.5556,0.0
0.25,0.2,0.6,0.4,0.1,0.4545,0.5882,0.5128,0.2069,10,12,7,46,0.5556,0.0
0.25,0.2,0.6,0.4,0.2,0.375,0.3529,0.3636,0.1724,6,10,11,48,0.5556,0.0
0.25,0.2,0.6,0.4,0.3,0.2857,0.2353,0.2581,0.1724,4,10,13,48,0.5556,0.0
0.25,0.2,0.6,0.5,0.1,0.45,0.5294,0.4865,0.1897,9,11,8,47,0.5556,0.0
0.25,0.2,0.6,0.5,0.2,0.2857,0.2353,0.2581,0.1724,4,10,13,48,0.5556,0.0
0.25,0.2,0.6,0.5,0.3,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.25,0.2,0.6,0.6,0.1,0.5625,0.5294,0.5455,0.1207,9,7,8,51,0.5556,0.0
0.25,0.2,0.6,0.6,0.2,0.3636,0.2353,0.2857,0.1207,4,7,13,51,0.5556,0.0
0.25,0.2,0.6,0.6,0.3,0.0,0.0,0.0,0.0862,0,5,17,53,0.5556,0.0
0.25,0.2,0.6,0.7,0.1,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.2,0.6,0.7,0.2,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.2,0.6,0.7,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.2,0.8,0.3,0.1,0.3846,0.5882,0.4651,0.2759,10,16,7,42,0.5556,0.0
0.25,0.2,0.8,0.3,0.2,0.3913,0.5294,0.45,0.2414,9,14,8,44,0.5556,0.0
0.25,0.2,0.8,0.3,0.3,0.3,0.3529,0.3243,0.2414,6,14,11,44,0.5556,0.0
0.25,0.2,0.8,0.4,0.1,0.4167,0.5882,0.4878,0.2414,10,14,7,44,0.5556,0.0
0.25,0.2,0.8,0.4,0.2,0.3333,0.3529,0.3429,0.2069,6,12,11,46,0.5556,0.0
0.25,0.2,0.8,0.4,0.3,0.25,0.2353,0.2424,0.2069,4,12,13,46,0.5556,0.0
0.25,0.2,0.8,0.5,0.1,0.45,0.5294,0.4865,0.1897,9,11,8,47,0.5556,0.0
0.25,0.2,0.8,0.5,0.2,0.2857,0.2353,0.2581,0.1724,4,10,13,48,0.5556,0.0
0.25,0.2,0.8,0.5,0.3,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.25,0.2,0.8,0.6,0.1,0.4737,0.5294,0.5,0.1724,9,10,8,48,0.5556,0.0
0.25,0.2,0.8,0.6,0.2,0.2857,0.2353,0.2581,0.1724,4,10,13,48,0.5556,0.0
0.25,0.2,0.8,0.6,0.3,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.25,0.2,0.8,0.7,0.1,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.25,0.2,0.8,0.7,0.2,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.25,0.2,0.8,0.7,0.3,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.25,0.2,1.0,0.3,0.1,0.3846,0.5882,0.4651,0.2759,10,16,7,42,0.5556,0.0
0.25,0.2,1.0,0.3,0.2,0.3913,0.5294,0.45,0.2414,9,14,8,44,0.5556,0.0
0.25,0.2,1.0,0.3,0.3,0.3,0.3529,0.3243,0.2414,6,14,11,44,0.5556,0.0
0.25,0.2,1.0,0.4,0.1,0.4167,0.5882,0.4878,0.2414,10,14,7,44,0.5556,0.0
0.25,0.2,1.0,0.4,0.2,0.3333,0.3529,0.3429,0.2069,6,12,11,46,0.5556,0.0
0.25,0.2,1.0,0.4,0.3,0.25,0.2353,0.2424,0.2069,4,12,13,46,0.5556,0.0
0.25,0.2,1.0,0.5,0.1,0.4091,0.5294,0.4615,0.2241,9,13,8,45,0.5556,0.0
0.25,0.2,1.0,0.5,0.2,0.25,0.2353,0.2424,0.2069,4,12,13,46,0.5556,0.0
0.25,0.2,1.0,0.5,0.3,0.0,0.0,0.0,0.1724,0,10,17,48,0.5556,0.0
0.25,0.2,1.0,0.6,0.1,0.4737,0.5294,0.5,0.1724,9,10,8,48,0.5556,0.0
0.25,0.2,1.0,0.6,0.2,0.2857,0.2353,0.2581,0.1724,4,10,13,48,0.5556,0.0
0.25,0.2,1.0,0.6,0.3,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.25,0.2,1.0,0.7,0.1,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.25,0.2,1.0,0.7,0.2,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.25,0.2,1.0,0.7,0.3,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.25,0.25,0.2,0.3,0.1,0.7692,0.5882,0.6667,0.0517,10,3,7,55,0.0,0.0
0.25,0.25,0.2,0.3,0.2,0.7778,0.4118,0.5385,0.0345,7,2,10,56,0.0,0.0
0.25,0.25,0.2,0.3,0.3,0.6667,0.2353,0.3478,0.0345,4,2,13,56,0.0,0.0
0.25,0.25,0.2,0.4,0.1,0.75,0.5294,0.6207,0.0517,9,3,8,55,0.0,0.0
0.25,0.25,0.2,0.4,0.2,0.6667,0.2353,0.3478,0.0345,4,2,13,56,0.0,0.0
0.25,0.25,0.2,0.4,0.3,0.5,0.1176,0.1905,0.0345,2,2,15,56,0.0,0.0
0.25,0.25,0.2,0.5,0.1,0.7778,0.4118,0.5385,0.0345,7,2,10,56,0.0,0.0
0.25,0.25,0.2,0.5,0.2,0.5,0.1176,0.1905,0.0345,2,2,15,56,0.0,0.0
0.25,0.25,0.2,0.5,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.25,0.2,0.6,0.1,0.7778,0.4118,0.5385,0.0345,7,2,10,56,0.0,0.0
0.25,0.25,0.2,0.6,0.2,0.5,0.1176,0.1905,0.0345,2,2,15,56,0.0,0.0
0.25,0.25,0.2,0.6,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.25,0.2,0.7,0.1,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.25,0.2,0.7,0.2,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.25,0.2,0.7,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.25,0.35,0.3,0.1,0.4762,0.5882,0.5263,0.1897,10,11,7,47,0.5556,0.0
0.25,0.25,0.35,0.3,0.2,0.4118,0.4118,0.4118,0.1724,7,10,10,48,0.5556,0.0
0.25,0.25,0.35,0.3,0.3,0.2857,0.2353,0.2581,0.1724,4,10,13,48,0.5556,0.0
0.25,0.25,0.35,0.4,0.1,0.75,0.5294,0.6207,0.0517,9,3,8,55,0.0,0.0
0.25,0.25,0.35,0.4,0.2,0.6667,0.2353,0.3478,0.0345,4,2,13,56,0.0,0.0
0.25,0.25,0.35,0.4,0.3,0.5,0.1176,0.1905,0.0345,2,2,15,56,0.0,0.0
0.25,0.25,0.35,0.5,0.1,0.7778,0.4118,0.5385,0.0345,7,2,10,56,0.0,0.0
0.25,0.25,0.35,0.5,0.2,0.5,0.1176,0.1905,0.0345,2,2,15,56,0.0,0.0
0.25,0.25,0.35,0.5,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.25,0.35,0.6,0.1,0.7778,0.4118,0.5385,0.0345,7,2,10,56,0.0,0.0
0.25,0.25,0.35,0.6,0.2,0.5,0.1176,0.1905,0.0345,2,2,15,56,0.0,0.0
0.25,0.25,0.35,0.6,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.25,0.35,0.7,0.1,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.25,0.35,0.7,0.2,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.25,0.35,0.7,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.25,0.45,0.3,0.1,0.4762,0.5882,0.5263,0.1897,10,11,7,47,0.5556,0.0
0.25,0.25,0.45,0.3,0.2,0.4118,0.4118,0.4118,0.1724,7,10,10,48,0.5556,0.0
0.25,0.25,0.45,0.3,0.3,0.2857,0.2353,0.2581,0.1724,4,10,13,48,0.5556,0.0
0.25,0.25,0.45,0.4,0.1,0.45,0.5294,0.4865,0.1897,9,11,8,47,0.5556,0.0
0.25,0.25,0.45,0.4,0.2,0.2857,0.2353,0.2581,0.1724,4,10,13,48,0.5556,0.0
0.25,0.25,0.45,0.4,0.3,0.1667,0.1176,0.1379,0.1724,2,10,15,48,0.5556,0.0
0.25,0.25,0.45,0.5,0.1,0.7778,0.4118,0.5385,0.0345,7,2,10,56,0.0,0.0
0.25,0.25,0.45,0.5,0.2,0.5,0.1176,0.1905,0.0345,2,2,15,56,0.0,0.0
0.25,0.25,0.45,0.5,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.25,0.45,0.6,0.1,0.7778,0.4118,0.5385,0.0345,7,2,10,56,0.0,0.0
0.25,0.25,0.45,0.6,0.2,0.5,0.1176,0.1905,0.0345,2,2,15,56,0.0,0.0
0.25,0.25,0.45,0.6,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.25,0.45,0.7,0.1,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.25,0.45,0.7,0.2,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.25,0.45,0.7,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.25,0.6,0.3,0.1,0.4348,0.5882,0.5,0.2241,10,13,7,45,0.5556,0.0
0.25,0.25,0.6,0.3,0.2,0.3684,0.4118,0.3889,0.2069,7,12,10,46,0.5556,0.0
0.25,0.25,0.6,0.3,0.3,0.25,0.2353,0.2424,0.2069,4,12,13,46,0.5556,0.0
0.25,0.25,0.6,0.4,0.1,0.45,0.5294,0.4865,0.1897,9,11,8,47,0.5556,0.0
0.25,0.25,0.6,0.4,0.2,0.2857,0.2353,0.2581,0.1724,4,10,13,48,0.5556,0.0
0.25,0.25,0.6,0.4,0.3,0.1667,0.1176,0.1379,0.1724,2,10,15,48,0.5556,0.0
0.25,0.25,0.6,0.5,0.1,0.4118,0.4118,0.4118,0.1724,7,10,10,48,0.5556,0.0
0.25,0.25,0.6,0.5,0.2,0.1667,0.1176,0.1379,0.1724,2,10,15,48,0.5556,0.0
0.25,0.25,0.6,0.5,0.3,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.25,0.25,0.6,0.6,0.1,0.5,0.4118,0.4516,0.1207,7,7,10,51,0.5556,0.0
0.25,0.25,0.6,0.6,0.2,0.2222,0.1176,0.1538,0.1207,2,7,15,51,0.5556,0.0
0.25,0.25,0.6,0.6,0.3,0.0,0.0,0.0,0.0862,0,5,17,53,0.5556,0.0
0.25,0.25,0.6,0.7,0.1,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.25,0.6,0.7,0.2,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.25,0.6,0.7,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.25,0.25,0.8,0.3,0.1,0.4,0.5882,0.4762,0.2586,10,15,7,43,0.5556,0.0
0.25,0.25,0.8,0.3,0.2,0.3333,0.4118,0.3684,0.2414,7,14,10,44,0.5556,0.0
0.25,0.25,0.8,0.3,0.3,0.2222,0.2353,0.2286,0.2414,4,14,13,44,0.5556,0.0
0.25,0.25,0.8,0.4,0.1,0.4091,0.5294,0.4615,0.2241,9,13,8,45,0.5556,0.0
0.25,0.25,0.8,0.4,0.2,0.25,0.2353,0.2424,0.2069,4,12,13,46,0.5556,0.0
0.25,0.25,0.8,0.4,0.3,0.1429,0.1176,0.129,0.2069,2,12,15,46,0.5556,0.0
0.25,0.25,0.8,0.5,0.1,0.4118,0.4118,0.4118,0.1724,7,10,10,48,0.5556,0.0
0.25,0.25,0.8,0.5,0.2,0.1667,0.1176,0.1379,0.1724,2,10,15,48,0.5556,0.0
0.25,0.25,0.8,0.5,0.3,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.25,0.25,0.8,0.6,0.1,0.4118,0.4118,0.4118,0.1724,7,10,10,48,0.5556,0.0
0.25,0.25,0.8,0.6,0.2,0.1667,0.1176,0.1379,0.1724,2,10,15,48,0.5556,0.0
0.25,0.25,0.8,0.6,0.3,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.25,0.25,0.8,0.7,0.1,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.25,0.25,0.8,0.7,0.2,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.25,0.25,0.8,0.7,0.3,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.25,0.25,1.0,0.3,0.1,0.4,0.5882,0.4762,0.2586,10,15,7,43,0.5556,0.0
0.25,0.25,1.0,0.3,0.2,0.3333,0.4118,0.3684,0.2414,7,14,10,44,0.5556,0.0
0.25,0.25,1.0,0.3,0.3,0.2222,0.2353,0.2286,0.2414,4,14,13,44,0.5556,0.0
0.25,0.25,1.0,0.4,0.1,0.4091,0.5294,0.4615,0.2241,9,13,8,45,0.5556,0.0
0.25,0.25,1.0,0.4,0.2,0.25,0.2353,0.2424,0.2069,4,12,13,46,0.5556,0.0
0.25,0.25,1.0,0.4,0.3,0.1429,0.1176,0.129,0.2069,2,12,15,46,0.5556,0.0
0.25,0.25,1.0,0.5,0.1,0.3684,0.4118,0.3889,0.2069,7,12,10,46,0.5556,0.0
0.25,0.25,1.0,0.5,0.2,0.1429,0.1176,0.129,0.2069,2,12,15,46,0.5556,0.0
0.25,0.25,1.0,0.5,0.3,0.0,0.0,0.0,0.1724,0,10,17,48,0.5556,0.0
0.25,0.25,1.0,0.6,0.1,0.4118,0.4118,0.4118,0.1724,7,10,10,48,0.5556,0.0
0.25,0.25,1.0,0.6,0.2,0.1667,0.1176,0.1379,0.1724,2,10,15,48,0.5556,0.0
0.25,0.25,1.0,0.6,0.3,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.25,0.25,1.0,0.7,0.1,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.25,0.25,1.0,0.7,0.2,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.25,0.25,1.0,0.7,0.3,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.3,0.0,0.2,0.3,0.1,0.5217,0.7059,0.6,0.1897,12,11,5,47,0.1111,0.0
0.3,0.0,0.2,0.3,0.2,0.6471,0.6471,0.6471,0.1034,11,6,6,52,0.1111,0.0
0.3,0.0,0.2,0.3,0.3,0.6923,0.5294,0.6,0.069,9,4,8,54,0.1111,0.0
0.3,0.0,0.2,0.4,0.1,0.5,0.6471,0.5641,0.1897,11,11,6,47,0.1111,0.0
0.3,0.0,0.2,0.4,0.2,0.7143,0.5882,0.6452,0.069,10,4,7,54,0.1111,0.0
0.3,0.0,0.2,0.4,0.3,0.7273,0.4706,0.5714,0.0517,8,3,9,55,0.0,0.0
0.3,0.0,0.2,0.5,0.1,0.55,0.6471,0.5946,0.1552,11,9,6,49,0.1111,0.0
0.3,0.0,0.2,0.5,0.2,0.7273,0.4706,0.5714,0.0517,8,3,9,55,0.0,0.0
0.3,0.0,0.2,0.5,0.3,0.7273,0.4706,0.5714,0.0517,8,3,9,55,0.0,0.0
0.3,0.0,0.2,0.6,0.1,0.6875,0.6471,0.6667,0.0862,11,5,6,53,0.1111,0.0
0.3,0.0,0.2,0.6,0.2,0.7273,0.4706,0.5714,0.0517,8,3,9,55,0.0,0.0
0.3,0.0,0.2,0.6,0.3,0.8,0.4706,0.5926,0.0345,8,2,9,56,0.0,0.0
0.3,0.0,0.2,0.7,0.1,0.0,0.0,0.0,0.0172,0,1,17,57,0.1111,0.0
0.3,0.0,0.2,0.7,0.2,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.3,0.0,0.2,0.7,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.3,0.0,0.35,0.3,0.1,0.4138,0.7059,0.5217,0.2931,12,17,5,41,0.5556,0.0
0.3,0.0,0.35,0.3,0.2,0.4783,0.6471,0.55,0.2069,11,12,6,46,0.5556,0.0
0.3,0.0,0.35,0.3,0.3,0.45,0.5294,0.4865,0.1897,9,11,8,47,0.5556,0.0
0.3,0.0,0.35,0.4,0.1,0.5,0.6471,0.5641,0.1897,11,11,6,47,0.1111,0.0
0.3,0.0,0.35,0.4,0.2,0.6667,0.5882,0.625,0.0862,10,5,7,53,0.1111,0.0
0.3,0.0,0.35,0.4,0.3,0.6154,0.4706,0.5333,0.0862,8,5,9,53,0.1111,0.0
0.3,0.0,0.35,0.5,0.1,0.55,0.6471,0.5946,0.1552,11,9,6,49,0.1111,0.0
0.3,0.0,0.35,0.5,0.2,0.6667,0.4706,0.5517,0.069,8,4,9,54,0.1111,0.0
0.3,0.0,0.35,0.5,0.3,0.6667,0.4706,0.5517,0.069,8,4,9,54,0.1111,0.0
0.3,0.0,0.35,0.6,0.1,0.6875,0.6471,0.6667,0.0862,11,5,6,53,0.1111,0.0
0.3,0.0,0.35,0.6,0.2,0.7273,0.4706,0.5714,0.0517,8,3,9,55,0.0,0.0
0.3,0.0,0.35,0.6,0.3,0.8,0.4706,0.5926,0.0345,8,2,9,56,0.0,0.0
0.3,0.0,0.35,0.7,0.1,0.0,0.0,0.0,0.0172,0,1,17,57,0.1111,0.0
0.3,0.0,0.35,0.7,0.2,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.3,0.0,0.35,0.7,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.3,0.0,0.45,0.3,0.1,0.4138,0.7059,0.5217,0.2931,12,17,5,41,0.5556,0.0
0.3,0.0,0.45,0.3,0.2,0.4783,0.6471,0.55,0.2069,11,12,6,46,0.5556,0.0
0.3,0.0,0.45,0.3,0.3,0.45,0.5294,0.4865,0.1897,9,11,8,47,0.5556,0.0
0.3,0.0,0.45,0.4,0.1,0.3929,0.6471,0.4889,0.2931,11,17,6,41,0.5556,0.0
0.3,0.0,0.45,0.4,0.2,0.4762,0.5882,0.5263,0.1897,10,11,7,47,0.5556,0.0
0.3,0.0,0.45,0.4,0.3,0.4211,0.4706,0.4444,0.1897,8,11,9,47,0.5556,0.0
0.3,0.0,0.45,0.5,0.1,0.55,0.6471,0.5946,0.1552,11,9,6,49,0.1111,0.0
0.3,0.0,0.45,0.5,0.2,0.6154,0.4706,0.5333,0.0862,8,5,9,53,0.1111,0.0
0.3,0.0,0.45,0.5,0.3,0.6154,0.4706,0.5333,0.0862,8,5,9,53,0.1111,0.0
0.3,0.0,0.45,0.6,0.1,0.6471,0.6471,0.6471,0.1034,11,6,6,52,0.1111,0.0
0.3,0.0,0.45,0.6,0.2,0.6667,0.4706,0.5517,0.069,8,4,9,54,0.1111,0.0
0.3,0.0,0.45,0.6,0.3,0.8,0.4706,0.5926,0.0345,8,2,9,56,0.0,0.0
0.3,0.0,0.45,0.7,0.1,0.0,0.0,0.0,0.0172,0,1,17,57,0.1111,0.0
0.3,0.0,0.45,0.7,0.2,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.3,0.0,0.45,0.7,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.3,0.0,0.6,0.3,0.1,0.3871,0.7059,0.5,0.3276,12,19,5,39,0.5556,0.0
0.3,0.0,0.6,0.3,0.2,0.44,0.6471,0.5238,0.2414,11,14,6,44,0.5556,0.0
0.3,0.0,0.6,0.3,0.3,0.4091,0.5294,0.4615,0.2241,9,13,8,45,0.5556,0.0
0.3,0.0,0.6,0.4,0.1,0.3929,0.6471,0.4889,0.2931,11,17,6,41,0.5556,0.0
0.3,0.0,0.6,0.4,0.2,0.4762,0.5882,0.5263,0.1897,10,11,7,47,0.5556,0.0
0.3,0.0,0.6,0.4,0.3,0.4211,0.4706,0.4444,0.1897,8,11,9,47,0.5556,0.0
0.3,0.0,0.6,0.5,0.1,0.4231,0.6471,0.5116,0.2586,11,15,6,43,0.5556,0.0
0.3,0.0,0.6,0.5,0.2,0.4211,0.4706,0.4444,0.1897,8,11,9,47,0.5556,0.0
0.3,0.0,0.6,0.5,0.3,0.4211,0.4706,0.4444,0.1897,8,11,9,47,0.5556,0.0
0.3,0.0,0.6,0.6,0.1,0.5238,0.6471,0.5789,0.1724,11,10,6,48,0.5556,0.0
0.3,0.0,0.6,0.6,0.2,0.4706,0.4706,0.4706,0.1552,8,9,9,49,0.5556,0.0
0.3,0.0,0.6,0.6,0.3,0.5,0.4706,0.4848,0.1379,8,8,9,50,0.5556,0.0
0.3,0.0,0.6,0.7,0.1,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.3,0.0,0.6,0.7,0.2,0.0,0.0,0.0,0.0172,0,1,17,57,0.1111,0.0
0.3,0.0,0.6,0.7,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.3,0.0,0.8,0.3,0.1,0.375,0.7059,0.4898,0.3448,12,20,5,38,0.5556,0.0
0.3,0.0,0.8,0.3,0.2,0.4074,0.6471,0.5,0.2759,11,16,6,42,0.5556,0.0
0.3,0.0,0.8,0.3,0.3,0.375,0.5294,0.439,0.2586,9,15,8,43,0.5556,0.0
0.3,0.0,0.8,0.4,0.1,0.3667,0.6471,0.4681,0.3276,11,19,6,39,0.5556,0.0
0.3,0.0,0.8,0.4,0.2,0.4348,0.5882,0.5,0.2241,10,13,7,45,0.5556,0.0
0.3,0.0,0.8,0.4,0.3,0.381,0.4706,0.4211,0.2241,8,13,9,45,0.5556,0.0
0.3,0.0,0.8,0.5,0.1,0.4231,0.6471,0.5116,0.2586,11,15,6,43,0.5556,0.0
0.3,0.0,0.8,0.5,0.2,0.4211,0.4706,0.4444,0.1897,8,11,9,47,0.5556,0.0
0.3,0.0,0.8,0.5,0.3,0.4211,0.4706,0.4444,0.1897,8,11,9,47,0.5556,0.0
0.3,0.0,0.8,0.6,0.1,0.4783,0.6471,0.55,0.2069,11,12,6,46,0.5556,0.0
